Id,Name,value_as_concept_name,value_as_concept_id,Domain,non-smoker,former smoker,current smoker,cigarette,e-cigarette,cigar,hookah,smokeless,intensity daily,pack-years,duration
43054909,Tobacco smoking status,Current some day smoker,45884037,Observation,0,0,1,,,,,,,,
43054909,Tobacco smoking status,User of smokeless tobacco,37017610,Observation,0,0,1,,,,,,,,
43054909,Tobacco smoking status,Passive smoker,4184633,Observation,1,0,0,,,,,,,,
43054909,Tobacco smoking status,Light tobacco smoker,762498,Observation,0,0,1,,,,,,light,,
43054909,Tobacco smoking status,Electronic cigarette user,36716478,Observation,0,0,1,,1,,,,,,
43054909,Tobacco smoking status,Light tobacco smoker,45878118,Observation,0,0,1,,,,,,light,,
43054909,Tobacco smoking status,null,266927001,Observation,0,0,0,,,,,,,,
43054909,Tobacco smoking status,Heavy tobacco smoker,45884038,Observation,0,0,1,,,,,,heavy,,
43054909,Tobacco smoking status,Heavy tobacco smoker,762499,Observation,0,0,1,,,,,,heavy,,
43054909,Tobacco smoking status,Unknown if ever smoked,45885135,Observation,0,0,0,,,,,,,,
43054909,Tobacco smoking status,Smoker,4298794,Observation,0,0,1,,,,,,,,
43054909,Tobacco smoking status,null,77176002,Observation,0,0,0,,,,,,,,
43054909,Tobacco smoking status,Unknown,45877986,Observation,0,0,0,,,,,,,,
43054909,Tobacco smoking status,"Smoker, current status unknown",45881518,Observation,0,0,0,,,,,,,,
43054909,Tobacco smoking status,Yes,4188539,Observation,0,0,1,,,,,,,,
43054909,Tobacco smoking status,Negative,45878583,Observation,0,0,0,,,,,,,,
43054909,Tobacco smoking status,Positive,45884084,Observation,0,0,1,,,,,,,,
44786668,Date quit tobacco smoking,null,null,Observation,0,0,0,,,,,,,,
44786668,Date quit tobacco smoking,No matching concept,0,Observation,0,0,0,,,,,,,,
